Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
MyD88	MTMR5	MTMR5	72	72	72	1	89	0	0	0	0	0	-211.71	0.81	0.6	
MyD88	ELOV5	ELOV5	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	NOL10	NOL10	22	22	22	1	22	0	0	0	0	0	-46.58	1	0.6	
MyD88	4F2	4F2	38	38	38	1	40	0	0	0	0	0	-86.83	0.95	0.6	
MyD88	NUD19	NUD19	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	FAD1	FAD1	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	ADHX	ADHX	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	TPC	TPC	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	EF1A1	EF1A1	83	83	83	1	74	0	0	0	0	0	-141.47	1.12	0.6	
MyD88	EF1A2	EF1A2	6	6	6	1	1	0.96	0.96	0.96	0.96	0.96	3.27	6	0	
MyD88	MTMRD	MTMRD	8	8	8	1	15	0	0	0	0	0	-43.78	0.53	0.6	
MyD88	MTMRC	MTMRC	17	17	17	1	7	0.13	0.13	0.13	0.13	0.13	-1.86	2.43	0.25	
MyD88	DEND3	DEND3	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	NOMO1	NOMO1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	BAZ1A	BAZ1A	26	26	26	1	20	0	0	0	0	0	-33.85	1.3	0.57	
MyD88	BAZ1B	BAZ1B	14	14	14	1	13	0	0	0	0	0	-26.47	1.08	0.55	
MyD88	YIF1B	YIF1B	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	NMT1	NMT1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	YIF1A	YIF1A	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	NTPCR	NTPCR	4	4	4	1	5	0	0	0	0	0	-12.76	0.8	0.6	
MyD88	EI2BB	EI2BB	12	12	12	1	11	0	0	0	0	0	-22.32	1.09	0.54	
MyD88	EI2BA	EI2BA	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	EI2BG	EI2BG	14	14	14	1	14	0	0	0	0	0	-29.99	1	0.6	
MyD88	MTCH2	MTCH2	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	EI2BE	EI2BE	18	18	18	1	17	0	0	0	0	0	-34.76	1.06	0.57	
MyD88	EI2BD	EI2BD	25	25	25	1	29	0	0	0	0	0	-67.09	0.86	0.6	
MyD88	KTAP2	KTAP2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	FA2H	FA2H	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ERLN1	ERLN1	10	10	10	1	15	0	0	0	0	0	-40	0.67	0.6	
MyD88	SYK	SYK	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	SFI1	SFI1	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	PHP14	PHP14	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	KPYM	KPYM	100	100	100	1	89	0	0	0	0	0	-169.7	1.12	0.6	
MyD88	IQGA1	IQGA1	147	147	147	1	123	0	0	0	0	0	-221.63	1.2	0.6	
MyD88	SYFM	SYFM	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RACK1	RACK1	59	59	59	1	52	0	0	0	0	0	-98.72	1.13	0.6	
MyD88	SYF1	SYF1	13	13	13	1	16	0	0	0	0	0	-38.66	0.81	0.6	
MyD88	FUBP2	FUBP2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	FUBP3	FUBP3	6	6	6	1	1	0.96	0.96	0.96	0.96	0.96	3.27	6	0	
MyD88	MTDC	MTDC	12	12	12	1	2	1	1	1	1	1	7.09	6	0	
MyD88	TOIP1	TOIP1	13	13	13	1	6	0.02	0.02	0.02	0.02	0.02	-3.74	2.17	0.33	
MyD88	TOIP2	TOIP2	6	6	6	1	7	0	0	0	0	0	-16.91	0.86	0.6	
MyD88	CCAR2	CCAR2	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	AP2B1	AP2B1	32	32	32	1	32	0	0	0	0	0	-67.32	1	0.6	
MyD88	1433F	1433F	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	1433G	1433G	14	14	14	1	8	0	0	0	0	0	-9.12	1.75	0.44	
MyD88	MADD	MADD	14	14	14	1	17	0	0	0	0	0	-40.73	0.82	0.6	
MyD88	1433E	1433E	23	23	23	1	9	0.33	0.33	0.33	0.33	0.33	-0.7	2.56	0.12	
MyD88	1433B	1433B	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	ZN787	ZN787	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RB11A	RB11A	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	NCOR2	NCOR2	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	ATRIP	ATRIP	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	1433T	1433T	10	10	10	1	2	0.99	0.99	0.99	0.99	0.99	4.83	5	0	
MyD88	1433S	1433S	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	HEM3	HEM3	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	RRBP1	RRBP1	1	1	1	1	5	0	0	0	0	0	-18.68	0.2	0.6	
MyD88	1433Z	1433Z	12	12	12	1	9	0	0	0	0	0	-15.32	1.33	0.5	
MyD88	L2GL1	L2GL1	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	PLEK2	PLEK2	15	15	15	1	16	0	0	0	0	0	-35.58	0.94	0.6	
MyD88	HEMH	HEMH	5	5	5	1	1	0.89	0.89	0.89	0.89	0.89	2.06	5	0.02	
MyD88	UBP5	UBP5	30	30	30	1	17	0	0	0	0	0	-18.03	1.76	0.52	
MyD88	PRP19	PRP19	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	UBP7	UBP7	10	10	10	1	2	0.99	0.99	0.99	0.99	0.99	4.83	5	0	
MyD88	FARP1	FARP1	16	16	16	1	15	0	0	0	0	0	-30.62	1.07	0.56	
MyD88	UBP8	UBP8	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	PRP16	PRP16	16	16	16	1	3	1	1	1	1	1	8.68	5.33	0	
MyD88	ACY1	ACY1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	RS19	RS19	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	T126B	T126B	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	RN123	RN123	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	T126A	T126A	3	3	3	1	6	0	0	0	0	0	-18.29	0.5	0.6	
MyD88	SDSL	SDSL	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	Sep-15	Sep-15	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SKAP	SKAP	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SRRT	SRRT	19	19	19	1	14	0	0	0	0	0	-22.85	1.36	0.54	
MyD88	CAPG	CAPG	9	9	9	1	0	1	1	1	1	1	14.79	90	0	
MyD88	FBRL	FBRL	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	TTL12	TTL12	24	24	24	1	22	0	0	0	0	0	-43.69	1.09	0.58	
MyD88	FBRS	FBRS	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TTL10	TTL10	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	SYFB	SYFB	20	20	20	1	16	0	0	0	0	0	-28.4	1.25	0.56	
MyD88	UBA3	UBA3	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	SYFA	SYFA	31	31	31	1	33	0	0	0	0	0	-72.32	0.94	0.6	
MyD88	VPS53	VPS53	5	5	5	1	2	0.28	0.28	0.28	0.28	0.28	-0.95	2.5	0.12	
MyD88	VPS52	VPS52	11	11	11	1	13	0	0	0	0	0	-30.88	0.85	0.6	
MyD88	VPS51	VPS51	12	12	12	1	15	0	0	0	0	0	-36.6	0.8	0.6	
MyD88	VPS50	VPS50	12	12	12	1	8	0	0	0	0	0	-11.86	1.5	0.47	
MyD88	TOR2A	TOR2A	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	H90B4	H90B4	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	H90B2	H90B2	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	VATC1	VATC1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	LIS1	LIS1	14	14	14	1	0	1	1	1	1	1	22.42	140	0	
MyD88	YJ005	YJ005	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	SCYL2	SCYL2	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	SCYL1	SCYL1	30	30	30	1	24	0	0	0	0	0	-42.13	1.25	0.58	
MyD88	ATR	ATR	21	21	21	1	24	0	0	0	0	0	-55.19	0.88	0.6	
MyD88	ELOC	ELOC	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	MASU1	MASU1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	DUS23	DUS23	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	INF2	INF2	30	30	30	1	13	0.01	0.01	0.01	0.01	0.01	-4.72	2.31	0.36	
MyD88	ENOA	ENOA	20	20	20	1	15	0	0	0	0	0	-24.92	1.33	0.55	
MyD88	ENOB	ENOB	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SET	SET	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	SKP2	SKP2	7	7	7	1	6	0	0	0	0	0	-11.95	1.17	0.48	
MyD88	SKP1	SKP1	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	NOC2L	NOC2L	12	12	12	1	9	0	0	0	0	0	-15.32	1.33	0.5	
MyD88	FANCG	FANCG	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	TTC28	TTC28	4	4	4	1	6	0	0	0	0	0	-16.45	0.67	0.6	
MyD88	FIP1	FIP1	17	17	17	1	11	0	0	0	0	0	-15.27	1.55	0.5	
MyD88	GPN3	GPN3	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	TTC27	TTC27	7	7	7	1	7	0	0	0	0	0	-15.47	1	0.6	
MyD88	FANCJ	FANCJ	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	FANCI	FANCI	32	32	32	1	36	0	0	0	0	0	-81.57	0.89	0.6	
MyD88	PATL1	PATL1	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	DMXL2	DMXL2	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	AHNK	AHNK	45	45	45	1	45	0	0	0	0	0	-94.28	1	0.6	
MyD88	GPN1	GPN1	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	MIC27	MIC27	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	FND3A	FND3A	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	DMXL1	DMXL1	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	NOG2	NOG2	7	7	7	1	17	0	0	0	0	0	-53.9	0.41	0.6	
MyD88	PURA1	PURA1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SH3B4	SH3B4	5	5	5	1	9	0	0	0	0	0	-26.14	0.56	0.6	
MyD88	CLU	CLU	29	29	29	1	17	0	0	0	0	0	-19.38	1.71	0.53	
MyD88	TRNK1	TRNK1	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	TAOK1	TAOK1	11	11	11	1	4	0.55	0.55	0.55	0.55	0.55	0.19	2.75	0.06	
MyD88	TAOK2	TAOK2	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	EXOC7	EXOC7	4	4	4	1	7	0	0	0	0	0	-20.27	0.57	0.6	
MyD88	FAXC	FAXC	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ST134	ST134	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	IRS1	IRS1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	IRS2	IRS2	6	6	6	1	1	0.96	0.96	0.96	0.96	0.96	3.27	6	0	
MyD88	CDK1	CDK1	23	23	23	1	32	0	0	0	0	0	-81.53	0.72	0.6	
MyD88	CDK2	CDK2	23	23	23	1	21	0	0	0	0	0	-41.62	1.1	0.58	
MyD88	CDK4	CDK4	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	CDK5	CDK5	4	4	4	1	5	0	0	0	0	0	-12.76	0.8	0.6	
MyD88	CDK7	CDK7	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	BABA1	BABA1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	CDK9	CDK9	6	6	6	1	8	0	0	0	0	0	-20.56	0.75	0.6	
MyD88	EXOC8	EXOC8	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	HIG1A	HIG1A	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	CCD50	CCD50	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	RAP2C	RAP2C	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	PHB2	PHB2	9	9	9	1	10	0	0	0	0	0	-23.14	0.9	0.6	
MyD88	SF3B4	SF3B4	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	MSH2	MSH2	32	32	32	1	27	0	0	0	0	0	-49.76	1.19	0.58	
MyD88	SF3B6	SF3B6	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	SF3B1	SF3B1	59	59	59	1	68	0	0	0	0	0	-155.54	0.87	0.6	
MyD88	MSH6	MSH6	40	40	40	1	41	0	0	0	0	0	-87.43	0.98	0.6	
MyD88	SF3B2	SF3B2	7	7	7	1	5	0	0	0	0	0	-8.46	1.4	0.44	
MyD88	LIMS1	LIMS1	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	AAKG1	AAKG1	8	8	8	1	4	0.03	0.03	0.03	0.03	0.03	-3.66	2	0.33	
MyD88	OCAD2	OCAD2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	CAZA1	CAZA1	5	5	5	1	0	1	1	1	1	1	8.41	50	0	
MyD88	CNIH4	CNIH4	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	DHX9	DHX9	30	30	30	1	31	0	0	0	0	0	-66.69	0.97	0.6	
MyD88	SUN2	SUN2	10	10	10	1	8	0	0	0	0	0	-14.67	1.25	0.5	
MyD88	SUN1	SUN1	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	F10C1	F10C1	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	INT5	INT5	3	3	3	1	6	0	0	0	0	0	-18.29	0.5	0.6	
MyD88	INT4	INT4	9	9	9	1	15	0	0	0	0	0	-41.84	0.6	0.6	
MyD88	SRGP1	SRGP1	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	INT6	INT6	4	4	4	1	12	0	0	0	0	0	-40.36	0.33	0.6	
MyD88	INT1	INT1	8	8	8	1	16	0	0	0	0	0	-47.74	0.5	0.6	
MyD88	JADE1	JADE1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	INT3	INT3	7	7	7	1	8	0	0	0	0	0	-18.99	0.88	0.6	
MyD88	INT2	INT2	4	4	4	1	6	0	0	0	0	0	-16.45	0.67	0.6	
MyD88	INT9	INT9	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	INT8	INT8	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	ASF1B	ASF1B	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	IMB1	IMB1	27	27	27	1	29	0	0	0	0	0	-64.02	0.93	0.6	
MyD88	COPB	COPB	59	59	59	1	70	0	0	0	0	0	-162.84	0.84	0.6	
MyD88	MYG1	MYG1	8	8	8	1	0	1	1	1	1	1	13.23	80	0	
MyD88	COPA	COPA	91	91	91	1	87	0	0	0	0	0	-175.61	1.05	0.6	
MyD88	COPD	COPD	20	20	20	1	18	0	0	0	0	0	-35.4	1.11	0.57	
MyD88	CLCA	CLCA	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	RIPR1	RIPR1	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	TANC1	TANC1	7	7	7	1	2	0.82	0.82	0.82	0.82	0.82	1.51	3.5	0.02	
MyD88	ELOA1	ELOA1	7	7	7	1	14	0	0	0	0	0	-41.84	0.5	0.6	
MyD88	TANC2	TANC2	10	10	10	1	7	0	0	0	0	0	-11.19	1.43	0.47	
MyD88	ARMX3	ARMX3	8	8	8	1	8	0	0	0	0	0	-17.55	1	0.6	
MyD88	ARMX2	ARMX2	12	12	12	1	14	0	0	0	0	0	-32.95	0.86	0.6	
MyD88	LMAN1	LMAN1	9	9	9	1	10	0	0	0	0	0	-23.14	0.9	0.6	
MyD88	DIAP3	DIAP3	27	27	27	1	33	0	0	0	0	0	-78.54	0.82	0.6	
MyD88	ZBT40	ZBT40	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	LMNA	LMNA	15	15	15	1	20	0	0	0	0	0	-50.18	0.75	0.6	
MyD88	DDX23	DDX23	44	44	44	1	58	0	0	0	0	0	-143.14	0.76	0.6	
MyD88	TOE1	TOE1	7	7	7	1	2	0.82	0.82	0.82	0.82	0.82	1.51	3.5	0.02	
MyD88	DDX21	DDX21	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	DDX20	DDX20	16	16	16	1	27	0	0	0	0	0	-75.14	0.59	0.6	
MyD88	DDX27	DDX27	18	18	18	1	16	0	0	0	0	0	-31.25	1.12	0.56	
MyD88	HAUS5	HAUS5	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	RAGP1	RAGP1	11	11	11	1	9	0	0	0	0	0	-16.74	1.22	0.51	
MyD88	DDX24	DDX24	7	7	7	1	16	0	0	0	0	0	-49.85	0.44	0.6	
MyD88	GULP1	GULP1	11	11	11	1	10	0	0	0	0	0	-20.25	1.1	0.54	
MyD88	CA112	CA112	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	DDX28	DDX28	10	10	10	1	8	0	0	0	0	0	-14.67	1.25	0.5	
MyD88	GGA3	GGA3	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	YMEL1	YMEL1	9	9	9	1	7	0	0	0	0	0	-12.6	1.29	0.48	
MyD88	SCRIB	SCRIB	10	10	10	1	6	0	0	0	0	0	-7.75	1.67	0.42	
MyD88	SAE2	SAE2	26	26	26	1	22	0	0	0	0	0	-40.83	1.18	0.58	
MyD88	SAE1	SAE1	16	16	16	1	13	0	0	0	0	0	-23.6	1.23	0.55	
MyD88	AT5F1	AT5F1	6	6	6	1	8	0	0	0	0	0	-20.56	0.75	0.6	
MyD88	D39U1	D39U1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	EF2	EF2	61	61	61	1	61	0	0	0	0	0	-127.46	1	0.6	
MyD88	RENT2	RENT2	22	22	22	1	12	0	0	0	0	0	-11.88	1.83	0.48	
MyD88	RENT1	RENT1	10	10	10	1	4	0.26	0.26	0.26	0.26	0.26	-1.06	2.5	0.13	
MyD88	GGNB2	GGNB2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	RPN2	RPN2	36	36	36	1	28	0	0	0	0	0	-47.59	1.29	0.58	
MyD88	MBOA7	MBOA7	3	3	3	1	5	0	0	0	0	0	-14.42	0.6	0.6	
MyD88	PPIL2	PPIL2	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	TRI32	TRI32	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	AT2A3	AT2A3	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	AT2A2	AT2A2	44	44	44	1	56	0	0	0	0	0	-135.68	0.79	0.6	
MyD88	TOM22	TOM22	5	5	5	1	3	0.01	0.01	0.01	0.01	0.01	-4.32	1.67	0.34	
MyD88	AAAT	AAAT	7	7	7	1	6	0	0	0	0	0	-11.95	1.17	0.48	
MyD88	AGRG1	AGRG1	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	TRM7	TRM7	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	NU205	NU205	33	33	33	1	48	0	0	0	0	0	-124.56	0.69	0.6	
MyD88	TRUB2	TRUB2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	IDHP	IDHP	10	10	10	1	9	0	0	0	0	0	-18.17	1.11	0.52	
MyD88	CE051	CE051	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	CSK2B	CSK2B	12	12	12	1	7	0	0	0	0	0	-8.43	1.71	0.43	
MyD88	PDXK	PDXK	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TIM44	TIM44	17	17	17	1	12	0	0	0	0	0	-18.72	1.42	0.53	
MyD88	ITB1	ITB1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	VP13C	VP13C	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	CSK22	CSK22	30	30	30	1	14	0	0	0	0	0	-8	2.14	0.43	
MyD88	AL14E	AL14E	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	CIP2A	CIP2A	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	CSK21	CSK21	24	24	24	1	17	0	0	0	0	0	-26.25	1.41	0.55	
MyD88	SHC1	SHC1	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	MA1B1	MA1B1	8	8	8	1	7	0	0	0	0	0	-14.02	1.14	0.49	
MyD88	PURA2	PURA2	14	14	14	1	4	0.98	0.98	0.98	0.98	0.98	3.8	3.5	0	
MyD88	ARI2	ARI2	6	6	6	1	11	0	0	0	0	0	-32.01	0.55	0.6	
MyD88	ARI1	ARI1	6	6	6	1	0	1	1	1	1	1	10.04	60	0	
MyD88	KTNA1	KTNA1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	MMS22	MMS22	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	LYPA2	LYPA2	5	5	5	1	3	0.01	0.01	0.01	0.01	0.01	-4.32	1.67	0.34	
MyD88	RAI14	RAI14	9	9	9	1	8	0	0	0	0	0	-16.1	1.12	0.51	
MyD88	1A69	1A69	11	11	11	1	4	0.55	0.55	0.55	0.55	0.55	0.19	2.75	0.06	
MyD88	TPIS	TPIS	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SYQ	SYQ	45	45	45	1	47	0	0	0	0	0	-101.34	0.96	0.6	
MyD88	ADDA	ADDA	6	6	6	1	1	0.96	0.96	0.96	0.96	0.96	3.27	6	0	
MyD88	SPEG	SPEG	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	YES	YES	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	SPEE	SPEE	10	10	10	1	10	0	0	0	0	0	-21.69	1	0.6	
MyD88	UBCP1	UBCP1	7	7	7	1	0	1	1	1	1	1	11.65	70	0	
MyD88	EMD	EMD	12	12	12	1	17	0	0	0	0	0	-44.06	0.71	0.6	
MyD88	NU155	NU155	33	33	33	1	37	0	0	0	0	0	-83.64	0.89	0.6	
MyD88	NU153	NU153	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	HGH1	HGH1	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	NOG1	NOG1	42	42	42	1	45	0	0	0	0	0	-98.69	0.93	0.6	
MyD88	FND3B	FND3B	24	24	24	1	17	0	0	0	0	0	-26.25	1.41	0.55	
MyD88	HELZ	HELZ	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	2A5D	2A5D	12	12	12	1	18	0	0	0	0	0	-47.86	0.67	0.6	
MyD88	2A5E	2A5E	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	2A5G	2A5G	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	NUFP2	NUFP2	10	10	10	1	1	1	1	1	1	1	8.45	10	0	
MyD88	RPB1	RPB1	22	22	22	1	56	0	0	0	0	0	-178.84	0.39	0.6	
MyD88	MATR3	MATR3	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	GLYR1	GLYR1	7	7	7	1	1	0.99	0.99	0.99	0.99	0.99	4.53	7	0	
MyD88	ANFY1	ANFY1	33	33	33	1	28	0	0	0	0	0	-51.84	1.18	0.59	
MyD88	T11L1	T11L1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TRPT1	TRPT1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	DAXX	DAXX	9	9	9	1	15	0	0	0	0	0	-41.84	0.6	0.6	
MyD88	AP2S1	AP2S1	6	6	6	1	6	0	0	0	0	0	-13.4	1	0.6	
MyD88	MYCPP	MYCPP	1	1	1	1	4	0	0	0	0	0	-14.51	0.25	0.6	
MyD88	TB22A	TB22A	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RSSA	RSSA	12	12	12	1	10	0	0	0	0	0	-18.81	1.2	0.53	
MyD88	PDPR	PDPR	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	PIAS1	PIAS1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	NCKP1	NCKP1	47	47	47	1	37	0	0	0	0	0	-63.39	1.27	0.59	
MyD88	VP13A	VP13A	20	20	20	1	21	0	0	0	0	0	-45.95	0.95	0.6	
MyD88	TB10B	TB10B	16	16	16	1	19	0	0	0	0	0	-44.85	0.84	0.6	
MyD88	SMRCD	SMRCD	12	12	12	1	16	0	0	0	0	0	-40.31	0.75	0.6	
